asset_id,model,serial_number,year_manufactured,funding,date_received,warranty_expiry,contract_expiry,warranty_notes,service_agent,department_name,location,type,price
P-CC033,s175,1280,1990,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Xray Examination Room 1 X-Ray",Biomedical,NULL
P-CC034,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Xray Examination Room 1 Imaging",Biomedical,NULL
P-CC035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Xray Examination Room 1 dark room",Biomedical,NULL
P-CC036,"VA 05",442,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Dark Room 1 X-Ray",Biomedical,NULL
P-CC037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Xray Examination Room 1 X-Ray",Biomedical,NULL
P-CC038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Xray Examination Room 1 X-Ray",Biomedical,NULL
P-CC039,SSD-650CL,21M02954,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Ultrasound Room 1 Ultrasound",Biomedical,NULL
P-CC040,au560cfm,se14399015,NULL,"Ivo de Cameri Fdn",2011-01-01,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Ultrasound Room 1 Imaging",Biomedical,NULL
P-CC041,ezu-mt12-s1,se14432011,NULL,"Ivo de Cameri Fdn",2011-01-01,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Ultrasound Room 1 Imaging",Biomedical,NULL
P-CC042,OPT20,132,1995,"Ivo de Cameri Fdn",NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Minor Theater Room 1 Theater",Biomedical,NULL
P-CC043,"ML 3005",NULL,NULL,"Ivo de Carneria Fdn",NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Major Theater 1 Theater",Biomedical,NULL
P-CC044,NULL,7384ld,NULL,IDC/IVO,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Major Theater 1 Surgical",Biomedical,NULL
P-CC045,NULL,280s,NULL,IDC/IVO,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Major Theater 1 Surgical",Biomedical,NULL
P-CC046,NULL,c580794,NULL,"Ivo de Carneria Fdn",NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Major Theater 1 Theater",Biomedical,NULL
P-CC047,A-L-Kompressor,8406250,NULL,NULL,2011-01-01,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Operating Room 1 Theater",Biomedical,NULL
P-CC048,"multinex 4000",6117-jo,NULL,"Ivo de Carreri",NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Major Theater 1 Theater",Biomedical,NULL
P-CC049,"haravlux 2004",9010015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Major Theater 1 Theater",Biomedical,NULL
P-CC050,"CS M101",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Major Theater 1 Theater",Biomedical,NULL
P-CC051,Libretta,12-04112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Major Theater 1 Theater",Biomedical,NULL
P-CC052,"sirecust 732","01414 S 02",NULL,IDC,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Major Theater 1 Theater",Biomedical,NULL
P-CC053,Cardioserve,101134727,NULL,"Italy Foundation",NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Operating Room 1 Surgical",Biomedical,NULL
P-CC054,"catalog #51 saks",A5048356S,NULL,UNFPA,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Major Theater 1 Theater",Biomedical,NULL
P-CC055,event,A0477-08-04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Operating Room 1 Major theater",Biomedical,NULL
P-CC056,"Tobi clinic",2078,NULL,NULL,NULL,NULL,NULL,NULL,"Anudha Limited (anudha.com; +255 22 2122745/7","Chake Chake General Dept","Operating Room 1 Major theater",Biomedical,NULL
P-CC057,opt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Operating Room 1 Theater",Biomedical,NULL
P-CC058,515ks,h53285ks,NULL,UNFPA,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Major Theater 1 Theater",Biomedical,NULL
P-CC059,NULL,5972,NULL,1982-15-01,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Sterilization  Room 1 Theater",Biomedical,NULL
P-CC060,NULL,5641,1980,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Sterilization  Room 1 Theater",Biomedical,NULL
P-CC061,70317,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Sterilization  Room 1 Theater",Biomedical,NULL
P-CC062,dxba3321,26143,2003,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Sterilization  Room 1 Theater",Biomedical,NULL
P-CC063,martin,b054/84,1988,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Sterilization  Room 1 Theater",Biomedical,NULL
P-CC064,"hyfrecator plus",7-96a-u,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Sterilization  Room 1 Theater",Biomedical,NULL
P-CC065,martin,b073/69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Major Theater 1 Theater",Biomedical,NULL
P-CC066,AHP-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Sterilization  Room 1 Theater",Biomedical,NULL
P-CC067,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Maternity 1 Maternity",Biomedical,NULL
P-CC068,ls-150,NULL,NULL,"International aid",NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Maternity 1 Maternity",Biomedical,NULL
P-CC069,NULL,0-32633,NULL,UNICEF,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Maternity 1 Maternity",Biomedical,NULL
P-CC070,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Labor Room 1 Maternity",Biomedical,NULL
P-CC071,6-ft,7431/90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Maternity 1 Maternity",Biomedical,NULL
P-CC072,D206,2489,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Maternity 1 Maternity",Biomedical,NULL
P-CC073,NULL,NULL,NULL,IVO,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Labor Room 1 Maternity",Biomedical,NULL
P-CC074,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Labor Room 1 Maternity",Biomedical,NULL
P-CC075,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Labor Room 1 Maternity",Biomedical,NULL
P-CC076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Labor Room 1 Maternity",Biomedical,NULL
P-CC077,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Maternity 1 Maternity",Biomedical,NULL
P-CC078,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Maternity 1 Maternity",Biomedical,NULL
P-CC079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Maternity 1 Maternity",Biomedical,NULL
P-CC080,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Maternity Theater 1 Maternity",Biomedical,NULL
P-CC081,NULL,NULL,NULL,"Ivo de Carneri",NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Maternity 1 Maternity",Biomedical,NULL
P-CC082,NULL,09303/133685,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Operating Room 1 Maternity",Biomedical,NULL
P-CC083,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Dental Clinic 1 OPD",Biomedical,NULL
P-CC084,Pasteur,0500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Dental Clinic 1 OPD",Biomedical,NULL
P-CC085,sn82,0-137241,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Dental Clinic 1 OPD",Biomedical,NULL
P-CC086,NULL,0-7062,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Dental Clinic 1 OPD",Biomedical,NULL
P-CC087,NULL,nref,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Dental Clinic 1 OPD",Biomedical,NULL
P-CC088,esb25,40078-903,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Dental Clinic 1 OPD",Biomedical,NULL
P-CC089,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Dental Clinic 1 OPD",Biomedical,NULL
P-CC090,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Eye Clinic Examination Room 1 OPD",Biomedical,NULL
P-CC091,NULL,0540/90,NULL,Italy,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Doctor Room 1 OPD",Biomedical,NULL
P-CC092,"lensmaster lm-25",503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Vision Center 1 OPD",Biomedical,NULL
P-CC093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Vision Center 1 OPD",Biomedical,NULL
P-CC094,"Vistion tester D",181989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Vision Center 1 OPD",Biomedical,NULL
P-CC095,"AR 530",85418,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Vision Center 1 OPD",Biomedical,NULL
P-CC096,Y25F1,221019121006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Vision Room 1 OPD",Biomedical,NULL
P-CC097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Vision Center 1 OPD",Biomedical,NULL
P-CC098,LE-400,10142975,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Work Shop Of Vision Center 1 OPD",Biomedical,NULL
P-CC099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Work Shop Of Vision Center 1 OPD",Biomedical,NULL
P-CC100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Vision Center 1 OPD",Biomedical,NULL
P-CC101,NULL,y0000199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Work Shop Of Vision Center 1 OPD",Biomedical,NULL
P-CC102,ls-100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Vision Center Store 1 OPD",Biomedical,NULL
P-CC103,"RCW 50 EK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Reproductive Child Health 1 OPD",Biomedical,NULL
P-CC104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Reproductive Child Health 1 OPD",Biomedical,NULL
P-CC105,2171721009,0123,2009,"Doctors without Borders",NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","RCH 1 OPD",Biomedical,NULL
P-CC106,"Bigben Round",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","RCH 1 OPD",Biomedical,NULL
P-CC107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","RCH 1 OPD",Biomedical,NULL
P-CC108,8811021659,1881139095183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Reproductive Child Health 1 OPD",Biomedical,NULL
P-CC109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Work Shop Of Vision Center 1 OPD",Biomedical,NULL
P-CC110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Work Shop Of Vision Center 1 OPD",Biomedical,NULL
P-CC111,NULL,NULL,NULL,SM2,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Doctor Room2 1 OPD",Biomedical,NULL
P-CC112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Doctor Room 1 1 OPD",Biomedical,NULL
P-CC113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Doctor Room 2 1 OPD",Biomedical,NULL
P-CC114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Doctor Room 2 1 OPD",Biomedical,NULL
P-CC115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Doctor Room 1 1 OPD",Biomedical,NULL
P-CC116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Ctc - Core Treament Center 1 OPD",Biomedical,NULL
P-CC117,8811021659,1.88114E+12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Care Treatment Clinic 1 OPD",Biomedical,NULL
P-CC118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Doctor Room 3 1 OPD",Biomedical,NULL
P-CC119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Opd Main Corridor 1 OPD",Biomedical,NULL
P-CC120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Opd Main Corridor 1 OPD",Biomedical,NULL
P-CC121,NULL,0541190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Dressing Room 1 OPD",Biomedical,NULL
P-CC122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Dressing Room 1 OPD",Biomedical,NULL
P-CC123,11730,NY13153,NULL,Chara,2012-01-01,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Ent 1 OPD",Biomedical,NULL
P-CC124,335828,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Ent 1 OPD",Biomedical,NULL
P-CC125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Ent 1 OPD",Biomedical,NULL
P-CC126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Ent 1 OPD",Biomedical,NULL
P-CC127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Ent 1 OPD",Biomedical,NULL
P-CC128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Ent 1 OPD",Biomedical,NULL
P-CC129,PR-151-GX,0463785,NULL,ICAP,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Dispensary 1 Administrative Block",Biomedical,NULL
P-CC130,NULL,0-1011101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Dispensary 1 Administrative Block",Biomedical,NULL
P-CC131,NULL,500300123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Dispensary 1 Administrative Block",Biomedical,NULL
P-CC132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Mortuary 1 Mortuary",Biomedical,NULL
P-CC133,Donfoce,8089500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Mortuary 1 Mortuary",Biomedical,NULL
P-CC134,wm30e,8600848,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Laundry 1 Laundry",Biomedical,NULL
P-CC135,30e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Laundry 1 Laundry",Biomedical,NULL
P-CC136,inm30e,8600948,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Laundry 1 Laundry",Biomedical,NULL
P-CC137,30ce,TTCK638677wg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Laundry 1 Laundry",Biomedical,NULL
P-CC138,30ce,TTCK642134wh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Laundry 1 Laundry",Biomedical,NULL
P-CC139,hem89,8810/000674,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Laundry 1 Laundry",Biomedical,NULL
P-CC140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Workshop 1 Laundry",Biomedical,NULL
P-CC141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Ritter 1 Laundry",Biomedical,NULL
P-CC142,NULL,420244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Laundry 1 Laundry",Biomedical,NULL
P-CC143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Laundry 1 Laundry",Biomedical,NULL
P-CC144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Workshop 1 Laundry",Biomedical,NULL
P-CC145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Laundry 1 Laundry",Biomedical,NULL
P-CC146,NULL,1872111090702,NULL,PHL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Maternity 1 Antenatal",Biomedical,NULL
P-CC147,kogaku-kakai,304803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Laundry 1 Laundry",Biomedical,NULL
P-CC148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Physiotherapy 1 Physiotherapy",Biomedical,NULL
P-CC149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Treatment Room 1 Physiotherapy",Biomedical,NULL
P-CC150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Physiotherapy 1 Physiotherapy",Biomedical,NULL
P-CC151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Physiotherapy 1 Physiotherapy",Biomedical,NULL
P-CC152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Physiotherapy 1 Physiotherapy",Biomedical,NULL
P-CC153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Physiotherapy  1 Physiotherapy",Biomedical,NULL
P-CC154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Physiotherapy  1 Physiotherapy",Biomedical,NULL
P-CC155,megasonic-400,m4/98040,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Physiotherapy 1 Physiotherapy",Biomedical,NULL
P-CC156,hz-100,0136-2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Physiotherapy  1 Physiotherapy",Biomedical,NULL
P-CC157,DMA,01/97,NULL,Government,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Physiotherapy 1 Physiotherapy",Biomedical,NULL
P-CC158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Physiotherapy 1 Physiotherapy",Biomedical,NULL
P-CC159,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Physiotherapy 1 Physiotherapy",Biomedical,NULL
P-CC160,NULL,1207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC161,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC162,EKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Medical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC163,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Medical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC164,NULL,70313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Surgical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Medical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Medical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Medical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC170,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Medical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Surgical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Surgical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Surgical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC174,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Surgical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC176,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC177,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Medical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Medical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Medical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Medical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Medical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male General Ward 1 Male Medical Ward",Biomedical,NULL
P-CC191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Medical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC192,NULL,154-90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC193,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female Surgical Ward 1 Female Medical Ward",Biomedical,NULL
P-CC194,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female Surgical Ward 1 Female Medical Ward",Biomedical,NULL
P-CC195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female Surgical Ward 1 Female Medical Ward",Biomedical,NULL
P-CC196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female Surgical Ward 1 Female Medical Ward",Biomedical,NULL
P-CC197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female Surgical Ward 1 Female Medical Ward",Biomedical,NULL
P-CC198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female Surgical Ward 1 Female Medical Ward",Biomedical,NULL
P-CC199,NULL,CE-124,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female Surgical Ward 1 Female Medical Ward",Biomedical,NULL
P-CC200,ZEC-ZR180DF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female Surgical Ward 1 Female Medical Ward",Biomedical,NULL
P-CC202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Male Surgical Ward 1 Male Medical Ward",Biomedical,NULL
P-CC203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
